symbol,name,market cap,country,ipo year,sector,industry
life,aTyr Pharma Inc. Common Stock,39926995,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
lii,Lennox International Inc. Common Stock,10446113835,United States,1999,Capital Goods,Industrial Machinery/Components
lila,Liberty Latin America Ltd. Class A Common Stock,2589191569,United States,,Consumer Services,Television Services
lilak,Liberty Latin America Ltd. Class C Common Stock,2563670864,United States,,Consumer Services,Television Services
lin,Linde plc Ordinary Share,1.37019E+11,,2018,Basic Industries,Major Chemicals
linc,Lincoln Educational Services Corporation Common Stock,169183742,United States,2005,Consumer Services,Other Consumer Services
lind,Lindblad Expeditions Holdings Inc. Common Stock,826431832,United States,2013,Consumer Services,Transportation Services
linx,Linx S.A. American Depositary Shares each representing one common share,1256206544,,2019,Technology,Computer Software: Prepackaged Software
liqt,LiqTech International Inc. Common Stock,168696041,Denmark,,Technology,Industrial Machinery/Components
litb,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,277203428,China,2013,Consumer Services,Catalog/Specialty Distribution
lite,Lumentum Holdings Inc. Common Stock,7206475000,United States,,Capital Goods,Telecommunications Equipment
live,Live Ventures Incorporated Common Stock,18547229,United States,,Finance,Finance/Investors Services
livk,LIV Capital Acquisition Corp. Class A Ordinary Shares,102236925,Mexico,2020,Finance,Business Services
livn,LivaNova PLC Ordinary Shares,3289977431,United Kingdom,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
livx,LiveXLive Media Inc. Common Stock,248935426,United States,,Consumer Services,Restaurants
lixt,Lixte Biotechnology Holdings Inc. Common Stock,38484079,United States,,Health Care,Major Pharmaceuticals
lizi,LIZHI INC. American Depositary Shares,176696613,China,2020,Technology,Computer Software: Programming Data Processing
ljpc,La Jolla Pharmaceutical Company Common Stock,107334284,United States,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
lkco,Luokung Technology Corp Ordinary Shares,159282452,China,,Technology,EDP Services
lkfn,Lakeland Financial Corporation Common Stock,1375924462,United States,,Finance,Major Banks
lkq,LKQ Corporation Common Stock,10714475582,United States,,Consumer Services,Motor Vehicles
ll,Lumber Liquidators Holdings Inc Common Stock,921383302,United States,2007,Consumer Services,RETAIL: Building Materials
llit,Lianluo Smart Limited Class A Common Stock,1961765,China,,Consumer Services,Other Specialty Stores
llnw,Limelight Networks Inc. Common Stock,499039596,United States,2007,Miscellaneous,Business Services
lly,Eli Lilly and Company Common Stock,1.60046E+11,United States,,Health Care,Major Pharmaceuticals
lmat,LeMaitre Vascular Inc. Common Stock,803610117,United States,2006,Health Care,Medical/Dental Instruments
lmb,Limbach Holdings Inc. Common Stock,97952786,United States,,Basic Industries,Engineering & Construction
lmfa,LM Funding America Inc. Common Stock,10803100,United States,2015,Finance,Finance: Consumer Services
lmnd,Lemonade Inc. Common Stock,7006943097,United States,2020,Finance,Property-Casualty Insurers
lmnl,Liminal BioSciences Inc. Common Shares,128122720,Canada,,Health Care,Major Pharmaceuticals
lmnr,Limoneira Co Common Stock,300014822,United States,,Consumer Non-Durables,Farming/Seeds/Milling
lmnx,Luminex Corporation Common Stock,1079856693,United States,2000,Health Care,Medical/Dental Instruments
lmpx,LMP Automotive Holdings Inc. Common Stock,258480123,United States,2019,Consumer Durables,Automotive Aftermarket
lmrk,Landmark Infrastructure Partners LP Common Units,276436756,United States,2014,Consumer Services,Real Estate
lmst,Limestone Bancorp Inc. Common Stock,100502104,United States,,Finance,Major Banks
lmt,Lockheed Martin Corporation Common Stock,99166551287,United States,,Capital Goods,Military/Government/Technical
lnc,Lincoln National Corporation Common Stock,9609153202,United States,,Finance,Life Insurance
lnd,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),289404503,Brazil,,Consumer Non-Durables,Farming/Seeds/Milling
lndc,Landec Corporation Common Stock (DE),307039835,United States,1996,Consumer Non-Durables,Packaged Foods
lng,Cheniere Energy Inc. Common Stock,15319339561,United States,,Public Utilities,Oil/Gas Transmission
lnn,Lindsay Corporation Common Stock,1384884255,United States,,Capital Goods,Industrial Machinery/Components
lnsr,LENSAR Inc. Common Stock,71280087,United States,,Health Care,Medical/Dental Instruments
lnt,Alliant Energy Corporation Common Stock,12712817747,United States,,Public Utilities,Power Generation
lnth,Lantheus Holdings Inc. Common Stock,888051594,United States,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
loac,Longevity Acquisition Corporation Ordinary Shares,32568915,China,2018,Finance,Business Services
loan,Manhattan Bridge Capital Inc,51200233,United States,,Consumer Services,Real Estate Investment Trusts
lob,Live Oak Bancshares Inc. Common Stock,1909176740,United States,2015,Finance,Major Banks
loco,El Pollo Loco Holdings Inc. Common Stock,667521970,United States,2014,Consumer Services,Restaurants
lode,Comstock Mining Inc. Common Stock,35473989,United States,,Basic Industries,Precious Metals
logc,LogicBio Therapeutics Inc. Common Stock,249206050,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
logi,Logitech International S.A. Ordinary Shares,16502239074,United States,1997,Technology,Computer peripheral equipment
loma,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,764105332,Argentina,2017,Capital Goods,Building Materials
loop,Loop Industries Inc. Common Stock,344033823,Canada,,Basic Industries,Major Chemicals
lope,Grand Canyon Education Inc. Common Stock,4393786329,United States,2008,Consumer Services,Other Consumer Services
lorl,Loral Space and Communications Inc. Common Stock,632110767,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
lov,Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),131326675,United States,2017,Consumer Services,Other Consumer Services
love,The Lovesac Company Common Stock,657885340,United States,2018,Consumer Services,Other Specialty Stores
low,Lowe's Companies Inc. Common Stock,1.21252E+11,United States,,Consumer Services,RETAIL: Building Materials
lpcn,Lipocine Inc. Common Stock,86377287,United States,,Health Care,Major Pharmaceuticals
lpg,Dorian LPG Ltd. Common Stock,607529755,,2014,Transportation,Marine Transportation
lpi,Laredo Petroleum Inc. Common Stock,239235854,United States,2011,Energy,Oil & Gas Production
lpl,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,6055028839,South Korea,2004,Capital Goods,Industrial Machinery/Components
lpla,LPL Financial Holdings Inc. Common Stock,8272175256,United States,2010,Finance,Investment Bankers/Brokers/Service
lpro,Open Lending Corporation Class A Common Stock,3905497427,United States,,Finance,Finance: Consumer Services
lpsn,LivePerson Inc. Common Stock,4170291098,United States,2000,Technology,Computer Software: Prepackaged Software
lpth,LightPath Technologies Inc. Class A Common Stock,103653623,United States,1996,Technology,Semiconductors
lptx,Leap Therapeutics Inc. Common Stock,129457300,United States,,Health Care,Major Pharmaceuticals
lpx,Louisiana-Pacific Corporation Common Stock,4124787766,United States,,Basic Industries,Forest Products
lqda,Liquidia Corporation Common Stock,124712300,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
lqdt,Liquidity Services Inc. Common Stock,565164891,United States,2006,Miscellaneous,Business Services
lrcx,Lam Research Corporation Common Stock,69781107643,United States,1984,Technology,Industrial Machinery/Components
lrmr,Larimar Therapeutics Inc. Common Stock,317259216,United States,2014,Health Care,Major Pharmaceuticals
lrn,Stride Inc. Common Stock,909458948,United States,,Consumer Services,Other Consumer Services
lsaq,LifeSci Acquisition II Corp. Common Stock,107142167,United States,2020,Finance,Business Services
lsbk,Lake Shore Bancorp Inc. Common Stock,76813673,United States,,Finance,Savings Institutions
lscc,Lattice Semiconductor Corporation Common Stock,6198495982,United States,,Technology,Semiconductors
lsf,Laird Superfood Inc. Common Stock,459630553,,2020,Consumer Non-Durables,Packaged Foods
lsi,Life Storage Inc. Common Stock,5812258967,United States,,Consumer Services,Real Estate Investment Trusts
lspd,Lightspeed POS Inc. Subordinate Voting Shares,8254716450,,,Technology,Computer Software: Prepackaged Software
lstr,Landstar System Inc. Common Stock,5184113192,United States,1993,Transportation,Trucking Freight/Courier Services
lsxma,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,14710577115,United States,,Consumer Services,Broadcasting
lsxmb,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,14761665908,United States,,Consumer Services,Broadcasting
lsxmk,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,14799072026,United States,,Consumer Services,Broadcasting
ltbr,Lightbridge Corporation Common Stock,17544483,United States,,Consumer Services,Professional Services
ltc,LTC Properties Inc. Common Stock,1525737708,United States,,Consumer Services,Real Estate Investment Trusts
lthm,Livent Corporation Common Stock,2745366732,United States,2018,Basic Industries,Major Chemicals
ltrn,Lantern Pharma Inc. Common Stock,120931873,United States,2020,Health Care,Major Pharmaceuticals
ltrpa,Liberty TripAdvisor Holdings Inc. Series A Common Stock,314754329,United States,,Technology,EDP Services
ltrpb,Liberty TripAdvisor Holdings Inc. Series B Common Stock,2195017065,United States,,Technology,EDP Services
ltrx,Lantronix Inc. Common Stock,126663799,United States,2000,Technology,Computer Communications Equipment
lu,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,35670075863,China,2020,Finance,Finance: Consumer Services
lub,Luby's Inc. Common Stock,85593766,United States,,Consumer Services,Restaurants
lulu,lululemon athletica inc. Common Stock,45842497187,Canada,2007,Consumer Non-Durables,Apparel
lumn,CenturyLink Inc. d/b/a Lumen Technologies Inc. Common Stock,10697029493,United States,,Public Utilities,Telecommunications Equipment
lumo,Lumos Pharma Inc. Common Stock,288737618,United States,2011,Health Care,Major Pharmaceuticals
luna,Luna Innovations Incorporated Common Stock,301580808,United States,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
lung,Pulmonx Corporation Common Stock,2298685676,United States,2020,Health Care,Medical/Dental Instruments
luv,Southwest Airlines Company Common Stock,27500172891,United States,,Transportation,Air Freight/Delivery Services
luxa,Lux Health Tech Acquisition Corp. Class A Common Stock,463593750,United States,2020,Finance,Business Services
lvs,Las Vegas Sands Corp. Common Stock,45050582930,United States,2004,Consumer Services,Hotels/Resorts
lw,Lamb Weston Holdings Inc. Common Stock ,11307619321,,2016,Consumer Non-Durables,Packaged Foods
lway,Lifeway Foods Inc. Common Stock,87197834,United States,,Consumer Non-Durables,Packaged Foods
lx,LexinFintech Holdings Ltd. American Depositary Shares,1185535491,China,2017,Finance,Finance: Consumer Services
lxeh,Lixiang Education Holding Co. Ltd. American Depositary Shares,113333900,China,2020,Consumer Services,Other Consumer Services
lxfr,Luxfer Holdings PLC Ordinary Shares,436843496,United Kingdom,2012,Basic Industries,Major Chemicals
lxp,Lexington Realty Trust Common Stock,2944005224,United States,,,
lxrx,Lexicon Pharmaceuticals Inc. Common Stock,472598447,United States,,Health Care,Major Pharmaceuticals
lxu,LSB Industries Inc. Common Stock,78276839,United States,,Basic Industries,Major Chemicals
lyb,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),30333207865,Netherlands,,Basic Industries,Major Chemicals
lyft,Lyft Inc. Class A Common Stock,15944418951,United States,2019,Miscellaneous,Business Services
lyg,Lloyds Banking Group Plc American Depositary Shares,34440663387,United Kingdom,,Finance,Commercial Banks
lyl,Dragon Victory International Limited Ordinary Shares,25926562,China,2017,Finance,Finance/Investors Services
lyra,Lyra Therapeutics Inc. Common Stock,143101525,United States,2020,Health Care,Medical/Dental Instruments
lyts,LSI Industries Inc. Common Stock,221649477,United States,1985,Consumer Durables,Building Products
lyv,Live Nation Entertainment Inc. Common Stock,15907042803,United States,,Consumer Services,Services-Misc. Amusement & Recreation
lzb,La-Z-Boy Incorporated Common Stock,1872069504,United States,,Consumer Durables,Home Furnishings
m,Macy's Inc Common Stock,3691582338,United States,,Consumer Services,Department/Specialty Retail Stores
ma,Mastercard Incorporated Common Stock,3.53435E+11,United States,2006,Miscellaneous,Business Services
maa,Mid-America Apartment Communities Inc. Common Stock,14364848387,United States,1994,Consumer Services,Real Estate Investment Trusts
mac,Macerich Company (The) Common Stock,1602344460,United States,1994,Consumer Services,Real Estate Investment Trusts
mack,Merrimack Pharmaceuticals Inc. Common Stock,90851850,United States,2012,Health Care,Major Pharmaceuticals
macu,Mallard Acquisition Corp. Common stock,141341750,United States,2020,Finance,Business Services
mag,MAG Silver Corporation Ordinary Shares,1915709162,Canada,,Basic Industries,Precious Metals
mags,Magal Security Systems Ltd. Ordinary Shares,94160311,Israel,1993,Capital Goods,Telecommunications Equipment
main,Main Street Capital Corporation Common Stock,2144976447,United States,2007,,
man,ManpowerGroup Common Stock,5213660215,United States,,Technology,Professional Services
manh,Manhattan Associates Inc. Common Stock,6644410193,United States,1998,Technology,Computer Software: Prepackaged Software
mant,ManTech International Corporation Common Stock $0.01 Par Value,3560426804,United States,2002,Consumer Services,Other Consumer Services
manu,Manchester United Ltd. Class A Ordinary Shares,2681979117,United Kingdom,2012,Consumer Services,Services-Misc. Amusement & Recreation
mar,Marriott International Class A Common Stock,42263665912,United States,,Consumer Services,Hotels/Resorts
mara,Marathon Patent Group Inc. Common Stock,792874644,United States,,Technology,EDP Services
mark,Remark Holdings Inc. Common Stock,197019981,United States,,Consumer Services,Telecommunications Equipment
marps,Marine Petroleum Trust Units of Beneficial Interest,6640000,United States,,Energy,Oil & Gas Production
mas,Masco Corporation Common Stock,14311054479,United States,,Capital Goods,Industrial Specialties
masi,Masimo Corporation Common Stock,14699743473,United States,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
mass,908 Devices Inc. Common Stock,1448378123,United States,2020,Capital Goods,Industrial Machinery/Components
mat,Mattel Inc. Common Stock,6040239476,United States,,Consumer Non-Durables,Recreational Products/Toys
matw,Matthews International Corporation Class A Common Stock,921955559,United States,1994,Capital Goods,Metal Fabrications
matx,Matson Inc. Common Stock,2427054803,United States,,Consumer Services,Marine Transportation
mav,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,278423583,United States,,,
max,MediaAlpha Inc. Class A Common Stock,2377559952,,2020,Finance,Property-Casualty Insurers
maxn,Maxeon Solar Technologies Ltd. Ordinary Shares,1011618400,Singapore,,Technology,Semiconductors
maxr,Maxar Technologies Inc.,2149060532,,,Technology,Radio And Television Broadcasting And Communications Equipment
mays,J. W. Mays Inc. Common Stock,45405445,United States,,Consumer Services,Building operators
mbcn,Middlefield Banc Corp. Common Stock,143507475,United States,,Finance,Major Banks
mbi,MBIA Inc. Common Stock,355387609,United States,1987,Finance,Property-Casualty Insurers
mbii,Marrone Bio Innovations Inc. Common Stock,185224069,United States,2013,Basic Industries,Agricultural Chemicals
mbin,Merchants Bancorp Common Stock,795103683,United States,2017,Finance,Major Banks
mbio,Mustang Bio Inc. Common Stock,256798357,United States,,Health Care,Major Pharmaceuticals
mbot,Microbot Medical Inc. Common Stock,49426403,Israel,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
mbrx,Moleculin Biotech Inc. Common Stock,50671254,United States,2016,Health Care,Major Pharmaceuticals
mbt,Mobile TeleSystems PJSC,7969281935,Russia,,Public Utilities,Telecommunications Equipment
mbuu,Malibu Boats Inc. Class A Common Stock,1308511952,United States,2014,Capital Goods,Marine Transportation
mbwm,Mercantile Bank Corporation Common Stock,437820084,United States,1998,Finance,Major Banks
mc,Moelis & Company Class A Common Stock,2593566967,,2014,Finance,Investment Managers
mca,Blackrock MuniYield California Quality Fund Inc. Common Stock,513849383,United States,1992,,
mcac,Mountain Crest Acquisition Corp. Common Stock,80780079,United States,2020,Consumer Services,Other Specialty Stores
mcb,Metropolitan Bank Holding Corp. Common Stock,302631136,,2017,Finance,Major Banks
mcbc,Macatawa Bank Corporation Common Stock,283722982,United States,,Finance,Major Banks
mcbs,MetroCity Bankshares Inc. Common Stock,369064713,United States,2019,Finance,Major Banks
mcc,Medley Capital Corporation Common Stock,76018718,United States,2011,,
mcd,McDonald's Corporation Common Stock,1.58224E+11,United States,,Consumer Services,Restaurants
mcep,Mid-Con Energy Partners LP Common Units,57313352,United States,2011,Energy,Oil & Gas Production
mcf,Contango Oil & Gas Company Common Stock (TX),408165916,United States,,Energy,Oil & Gas Production
mcfe,McAfee Corp. Class A Common Stock,7049119843,United States,2020,Technology,Computer Software: Prepackaged Software
mcft,MasterCraft Boat Holdings Inc. Common Stock,473997973,United States,2015,Capital Goods,Marine Transportation
mchp,Microchip Technology Incorporated Common Stock,36854726767,United States,1993,Technology,Semiconductors
mchx,Marchex Inc. Class B Common Stock,83493989,United States,2004,Miscellaneous,Business Services
mci,Barings Corporate Investors Common Stock,263173390,United States,,,
mck,McKesson Corporation Common Stock,27960688970,United States,,Health Care,Other Pharmaceuticals
mcmj,Merida Merger Corp. I Common Stock,168066150,United States,2019,Finance,Business Services
mcn,Madison Covered Call & Equity Strategy Fund Common Stock,143695899,United States,2004,,
mco,Moody's Corporation Common Stock,53343651000,United States,,Finance,Finance: Consumer Services
mcr,MFS Charter Income Trust Common Stock,383324508,United States,1989,,
mcrb,Seres Therapeutics Inc. Common Stock,2382491494,United States,2015,Health Care,Major Pharmaceuticals
mcri,Monarch Casino & Resort Inc. Common Stock,1087037866,United States,1993,Consumer Services,Hotels/Resorts
mcs,Marcus Corporation (The) Common Stock,423095657,United States,,Consumer Services,Movies/Entertainment
mcy,Mercury General Corporation Common Stock,2872787374,United States,,Finance,Property-Casualty Insurers
md,Mednax Inc. Common Stock,2053075202,United States,,Health Care,Hospital/Nursing Management
mdb,MongoDB Inc. Class A Common Stock,22085194894,United States,2017,Technology,Computer Software: Prepackaged Software
mdc,M.D.C. Holdings Inc. Common Stock,3237522601,United States,,Capital Goods,Homebuilding
mdca,MDC Partners Inc. CL A Subordinate Voting Shares,188241531,Canada,,Technology,Advertising
mdgl,Madrigal Pharmaceuticals Inc. Common Stock,1707610896,United States,,Health Care,Major Pharmaceuticals
mdgs,Medigus Ltd. American Depositary Shares,29072003,Israel,,Health Care,Medical/Dental Instruments
mdia,Mediaco Holding Inc. Class A Common Stock ,18926259,United States,,Consumer Services,Broadcasting
mdjh,MDJM LTD Ordinary Share,51685241,China,2019,Finance,Real Estate
mdla,Medallia Inc. Common Stock,4988874150,United States,2019,Technology,Computer Software: Programming Data Processing
mdly,Medley Management Inc. Class A Common Stock,26278173,United States,2014,Finance,Investment Managers
mdlz,Mondelez International Inc. Class A Common Stock,83178266296,United States,,Consumer Non-Durables,Packaged Foods
mdna,Medicenna Therapeutics Corp. Common Shares,245453854,Canada,,Health Care,Major Pharmaceuticals
mdp,Meredith Corporation Common Stock,896297776,United States,,Consumer Services,Newspapers/Magazines
mdrr,Medalist Diversified REIT Inc. Common Stock,10795428,United States,2018,Consumer Services,Real Estate Investment Trusts
mdrx,Allscripts Healthcare Solutions Inc. Common Stock,2284415107,United States,,Technology,EDP Services
mdt,Medtronic plc. Ordinary Shares,1.55479E+11,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
mdu,MDU Resources Group Inc. Common Stock (Holding Company),5243657544,United States,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
mdvl,MedAvail Holdings Inc. Common Stock,479784517,United States,,Health Care,Major Pharmaceuticals
mdwd,MediWound Ltd. Ordinary Shares,105585641,Israel,2014,Consumer Durables,Specialty Chemicals
mdwt,Midwest Holding Inc. Common Stock,206687289,United States,,Finance,Life Insurance
mdxg,MiMedx Group Inc Common Stock,1070477830,United States,,Health Care,Medical/Dental Instruments
mec,Mayville Engineering Company Inc. Common Stock,272843811,,2019,Capital Goods,Industrial Specialties
med,MEDIFAST INC Common Stock,2282405434,United States,,Consumer Non-Durables,Packaged Foods
medp,Medpace Holdings Inc. Common Stock,4944362024,United States,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
meds,Trxade Group Inc. Common Stock,43957907,United States,,Health Care,Other Pharmaceuticals
meg,Montrose Environmental Group Inc. Common Stock,781425392,United States,2020,Consumer Services,Professional Services
mei,Methode Electronics Inc. Common Stock,1434011289,United States,,Capital Goods,Electrical Products
meip,MEI Pharma Inc. Common Stock,302121573,United States,,Health Care,Major Pharmaceuticals
meli,MercadoLibre Inc. Common Stock,85452899283,Argentina,2007,Miscellaneous,Business Services
men,Blackrock MuniEnhanced Fund Inc Common Stock,350835046,United States,1989,,
meoh,Methanex Corporation Common Stock,3549975367,Canada,,Basic Industries,Major Chemicals
merc,Mercer International Inc. Common Stock,669219754,Canada,,Basic Industries,Paper
mesa,Mesa Air Group Inc. Common Stock,225276012,United States,2018,Transportation,Air Freight/Delivery Services
meso,Mesoblast Limited American Depositary Shares,1009474088,Australia,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
met,MetLife Inc. Common Stock,41906102508,United States,2000,Finance,Life Insurance
metc,Ramaco Resources Inc. Common Stock,119607323,United States,2017,Energy,Coal Mining
metx,Meten EdtechX Education Group Ltd. Ordinary Shares,99705578,China,,Consumer Services,Other Consumer Services
mfa,MFA Financial Inc.,1756666228,United States,,Consumer Services,Real Estate Investment Trusts
mfac,Megalith Financial Acquisition Corp. Class A Common Stock,92449917,,2018,Finance,Major Banks
mfc,Manulife Financial Corporation Common Stock,34373770536,Canada,,Finance,Life Insurance
mfd,Macquarie First Trust Global Common Stock,71798513,United States,2004,,
mfg,Mizuho Financial Group Inc. Sponosred ADR (Japan),32326115324,Japan,,Finance,Major Banks
mfgp,Micro Focus Intl PLC ADS each representing One Ord Sh,1939277026,,2017,Technology,Computer Software: Prepackaged Software
mfh,Mercurity Fintech Holding Inc. ADS,26062610,China,2015,Technology,EDP Services
mfin,Medallion Financial Corp. Common Stock,125311220,United States,,Finance,Finance: Consumer Services
mfl,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,527136253,United States,1997,,
mfm,MFS Municipal Income Trust Common Stock,271838365,United States,1986,,
mfnc,Mackinac Financial Corporation Common Stock,136093970,United States,,Finance,Major Banks
mft,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,120482597,United States,1992,,
mfv,MFS Special Value Trust Common Stock,40846011,United States,,,
mg,Mistras Group Inc Common Stock,222567012,United States,2009,Consumer Services,Military/Government/Technical
mga,Magna International Inc. Common Stock,21552979524,Canada,,Capital Goods,Auto Parts:O.E.M.
mgee,MGE Energy Inc,2514439116,United States,,Energy,Electric Utilities: Central
mgen,Miragen Therapeutics Inc. Common Stock,64992668,United States,2014,Health Care,Medical Specialities
mgf,MFS Government Markets Income Trust Common Stock,148919345,United States,1987,,
mgi,Moneygram International Inc. Common Stock,426765717,United States,,Miscellaneous,Business Services
mgic,Magic Software Enterprises Ltd. Ordinary Shares,770409075,Israel,1991,Technology,Computer Software: Prepackaged Software
mgln,Magellan Health Inc. Common Stock,2109268441,United States,,Health Care,Hospital/Nursing Management
mgm,MGM Resorts International Common Stock,15420778671,United States,,Consumer Services,Hotels/Resorts
mgni,Magnite Inc. Common Stock,3533424935,United States,,Technology,Computer Software: Programming Data Processing
mgnx,MacroGenics Inc. Common Stock,1312363750,United States,2013,Health Care,Major Pharmaceuticals
mgp,MGM Growth Properties LLC Class A common shares representing limited liability company interests,9516756417,United States,2016,Consumer Services,Real Estate Investment Trusts
mgpi,MGP Ingredients Inc.,810945609,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
mgrc,McGrath RentCorp Common Stock,1585558956,United States,1984,Technology,Diversified Commercial Services
mgta,Magenta Therapeutics Inc. Common Stock,384024599,United States,2018,Health Care,Major Pharmaceuticals
mgtx,MeiraGTx Holdings plc Ordinary Shares,674625013,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
mgu,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,253480397,United States,2005,,
mgy,Magnolia Oil & Gas Corporation Class A Common Stock,1884750000,United States,2017,Energy,Oil & Gas Production
mgyr,Magyar Bancorp Inc. Common Stock,55608839,United States,,Finance,Savings Institutions
mhd,Blackrock MuniHoldings Fund Inc. Common Stock,229202816,United States,1997,,
mhe,BlackRock Massachusetts Tax-Exempt Trust,31463475,United States,1993,,
mhf,Western Asset Municipal High Income Fund Inc. Common Stock,161598017,United States,1988,,
mhh,Mastech Digital Inc Common Stock,188221048,United States,,Consumer Services,Professional Services
mhi,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,281340017,,2003,,
mhk,Mohawk Industries Inc. Common Stock,10115899930,United States,,Consumer Durables,Home Furnishings
mhld,Maiden Holdings Ltd.,203946792,Bermuda,,Finance,Property-Casualty Insurers
mhn,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,439895485,United States,1997,,
mho,M/I Homes Inc. Common Stock,1319137833,United States,1993,Capital Goods,Homebuilding
mic,Macquarie Infrastructure Corporation Common Stock,3294336889,United States,2004,Energy,Oil Refining/Marketing
mict,MICT Inc. Common Stock,156367979,United States,,Capital Goods,Electrical Products
midd,Middleby Corporation (The) Common Stock,7150067625,United States,,Technology,Industrial Machinery/Components
mie,Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock,61070346,,2013,,
mig,VanEck Vectors Moody's Analytics IG Corporate Bond ETF,1269164095,United States,2020,,
mik,The Michaels Companies Inc. Common Stock,1864813185,United States,2014,Consumer Services,Recreational Products/Toys
mime,Mimecast Limited Ordinary Shares,3628443036,United Kingdom,2015,Technology,Computer Software: Prepackaged Software
min,MFS Intermediate Income Trust Common Stock,439956354,United States,1988,,
mind,MIND Technology Inc. Common Stock (DE),28196734,United States,1994,Capital Goods,Industrial Machinery/Components
mirm,Mirum Pharmaceuticals Inc. Common Stock,546905237,United States,2019,Health Care,Major Pharmaceuticals
mist,Milestone Pharmaceuticals Inc. Common Shares,202586939,Canada,2019,Health Care,Major Pharmaceuticals
mitk,Mitek Systems Inc. Common Stock,766039108,United States,,Technology,Computer peripheral equipment
mito,Stealth BioTherapeutics Corp. ADS,79339830,United States,2019,Health Care,Major Pharmaceuticals
mitt,AG Mortgage Investment Trust Inc. Common Stock,125626849,United States,2011,,
mixt,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,272225431,South Africa,2013,Technology,Computer Software: Prepackaged Software
miy,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,430839211,United States,1992,,
mkc,McCormick & Company Incorporated Common Stock,25198776019,United States,,Consumer Non-Durables,Packaged Foods
mkd,Molecular Data Inc. American Depositary Shares,114083028,China,2019,Miscellaneous,Business Services
mkgi,Monaker Group Inc. Common Stock,33352909,United States,,Consumer Services,Transportation Services
mkl,Markel Corporation Common Stock,13963013443,United States,1986,Finance,Property-Casualty Insurers
mksi,MKS Instruments Inc. Common Stock,8394621648,United States,1999,Capital Goods,Industrial Machinery/Components
mktx,MarketAxess Holdings Inc. Common Stock,21415390014,United States,2004,Finance,Investment Bankers/Brokers/Service
mlab,Mesa Laboratories Inc. Common Stock,1463832385,United States,,Capital Goods,Industrial Machinery/Components
mlac,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,179687500,Hong Kong,2020,Finance,Business Services
mlco,Melco Resorts & Entertainment Limited American Depositary Shares,8880855010,Hong Kong,,Consumer Services,Hotels/Resorts
mlhr,Herman Miller Inc. Common Stock,1967288089,United States,,Consumer Durables,Office Equipment/Supplies/Services
mli,Mueller Industries Inc. Common Stock,2006369909,United States,,Capital Goods,Metal Fabrications
mlm,Martin Marietta Materials Inc. Common Stock,17496559794,United States,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
mlnd,Millendo Therapeutics Inc. Common Stock,40849357,United States,,Health Care,Major Pharmaceuticals
mlp,Maui Land & Pineapple Company Inc. Common Stock,226947873,United States,,Finance,Real Estate
mlr,Miller Industries Inc. Common Stock,430556417,United States,,Capital Goods,Construction/Ag Equipment/Trucks
mlss,Milestone Scientific Inc. Common Stock,129297742,United States,2015,Health Care,Industrial Specialties
mlvf,Malvern Bancorp Inc. Common Stock,120085058,United States,,Finance,Savings Institutions
mmac,MMA Capital Holdings Inc. Common Stock,140776049,United States,,Finance,Real Estate
